dst,dst_ip,num_ports,num_connections,num_syn,num_rst
169088086,10.20.20.86,1004,2196,2045,0
169088108,10.20.20.108,1004,2193,2045,0
169088117,10.20.20.117,1003,2195,2044,0
169088121,10.20.20.121,1003,2193,2044,0
169088118,10.20.20.118,1003,2194,2044,0
169088079,10.20.20.79,1004,2196,2044,0
169088084,10.20.20.84,1004,2194,2044,0
169088087,10.20.20.87,1004,2192,2043,0
169088083,10.20.20.83,1004,2194,2042,0
169088120,10.20.20.120,1004,2188,2041,0
169088113,10.20.20.113,1003,2190,2041,0
169088103,10.20.20.103,1004,2189,2041,0
169088094,10.20.20.94,1004,2190,2041,0
169088045,10.20.20.45,994,2192,2041,0
169088029,10.20.20.29,994,2191,2040,0
169088080,10.20.20.80,1004,2192,2040,0
169088043,10.20.20.43,993,2190,2039,0
169088093,10.20.20.93,1004,2188,2039,0
169088069,10.20.20.69,1004,2190,2039,0
169088127,10.20.20.127,1004,2189,2039,0
169088088,10.20.20.88,1004,2188,2038,0
169088082,10.20.20.82,1003,2189,2038,0
169088061,10.20.20.61,994,2188,2036,0
169088026,10.20.20.26,992,2184,2036,0
169088044,10.20.20.44,994,2186,2036,0
169088030,10.20.20.30,994,2184,2036,0
169088064,10.20.20.64,1004,2185,2035,0
169088050,10.20.20.50,991,2187,2035,0
169088028,10.20.20.28,990,2185,2034,0
169088060,10.20.20.60,992,2185,2034,0
169088047,10.20.20.47,991,2184,2034,0
169088033,10.20.20.33,993,2185,2034,0
169088090,10.20.20.90,1004,2185,2034,0
169088048,10.20.20.48,991,2185,2034,0
169088049,10.20.20.49,992,2184,2033,0
169088042,10.20.20.42,992,2183,2033,0
169088035,10.20.20.35,991,2184,2033,0
169088004,10.20.20.4,993,2176,2033,0
169088003,10.20.20.3,993,2176,2032,0
169088056,10.20.20.56,991,2182,2031,0
169088017,10.20.20.17,990,2172,2031,0
169088046,10.20.20.46,991,2182,2031,0
169088000,10.20.20.0,994,2164,2031,0
169088055,10.20.20.55,991,2183,2031,0
169088036,10.20.20.36,991,2181,2030,0
169088038,10.20.20.38,988,2183,2030,0
169088018,10.20.20.18,991,2172,2029,0
169088034,10.20.20.34,990,2181,2029,0
169088054,10.20.20.54,989,2179,2028,0
169088019,10.20.20.19,989,2176,2028,0
169088012,10.20.20.12,989,2176,2028,0
169088023,10.20.20.23,989,2177,2028,0
169088027,10.20.20.27,988,2175,2028,0
169088063,10.20.20.63,988,2177,2028,0
169088007,10.20.20.7,990,2170,2027,0
169088031,10.20.20.31,989,2175,2027,0
169088039,10.20.20.39,989,2177,2026,0
169088053,10.20.20.53,988,2175,2025,0
169088032,10.20.20.32,988,2175,2025,0
169088059,10.20.20.59,988,2176,2025,0
169088052,10.20.20.52,987,2177,2025,0
169088006,10.20.20.6,990,2168,2025,0
169088252,10.20.20.252,1003,3705,2024,0
169088022,10.20.20.22,989,2166,2024,0
169088058,10.20.20.58,989,2175,2024,0
169088051,10.20.20.51,986,2175,2024,0
169088002,10.20.20.2,989,2168,2024,0
169088013,10.20.20.13,988,2166,2024,0
169088024,10.20.20.24,987,2174,2023,0
169088102,10.20.20.102,1004,2171,2023,0
169088014,10.20.20.14,989,2162,2022,0
169088107,10.20.20.107,1004,2173,2022,0
169088125,10.20.20.125,1004,2173,2022,0
169088098,10.20.20.98,1004,2171,2022,0
169088057,10.20.20.57,987,2171,2021,0
169088021,10.20.20.21,987,2164,2020,0
169088037,10.20.20.37,986,2171,2020,0
169088016,10.20.20.16,984,2166,2020,0
169088041,10.20.20.41,986,2169,2020,0
169088124,10.20.20.124,1004,2170,2019,0
169088040,10.20.20.40,985,2168,2017,0
169088062,10.20.20.62,985,2168,2016,0
3232247298,192.168.46.2,10,14287,1619,0
1074006075,64.4.8.59,1,1556,1556,0
174351361,10.100.100.1,1000,1037,1021,0
2637689052,157.55.240.220,1,979,903,0
3219785040,191.234.5.80,1,787,787,0
1249764260,74.125.227.164,2,7778,757,0
2886732290,172.16.10.2,184,619,610,0
1203353543,71.185.183.199,1,2550,503,0
3232235927,192.168.1.151,1,2559,502,0
2886742530,172.16.50.2,100,496,495,0
1611768672,96.17.163.96,1,252509,481,0
1137377859,67.203.2.67,2,496,451,0
1249764270,74.125.227.174,2,669,435,0
1611768648,96.17.163.72,1,606,428,0
168450585,10.10.90.25,185,435,417,0
168450613,10.10.90.53,185,433,415,0
168450589,10.10.90.29,185,434,414,0
168450614,10.10.90.54,185,430,414,0
168450615,10.10.90.55,185,434,414,0
168450630,10.10.90.70,185,434,414,0
168450616,10.10.90.56,185,434,414,0
168450629,10.10.90.69,185,433,413,0
168450631,10.10.90.71,185,430,412,0
168450618,10.10.90.58,185,432,412,0
168450611,10.10.90.51,185,428,412,0
168450601,10.10.90.41,185,432,412,0
168450612,10.10.90.52,185,430,412,0
168450596,10.10.90.36,185,431,411,0
168450628,10.10.90.68,185,429,411,0
168450626,10.10.90.66,185,429,411,0
168450617,10.10.90.57,185,430,410,0
168450610,10.10.90.50,184,428,410,0
168450621,10.10.90.61,184,429,410,0
168450609,10.10.90.49,184,430,410,0
168450627,10.10.90.67,185,428,410,0
168450625,10.10.90.65,185,427,409,0
168450608,10.10.90.48,184,429,409,0
168450651,10.10.90.91,184,428,409,0
168450620,10.10.90.60,184,428,408,0
1611768657,96.17.163.81,1,71710,408,0
168450622,10.10.90.62,183,425,407,0
168450623,10.10.90.63,184,427,407,0
168450575,10.10.90.15,185,426,406,0
168450619,10.10.90.59,184,426,406,0
168450584,10.10.90.24,185,424,406,0
168450624,10.10.90.64,184,425,405,0
168450598,10.10.90.38,185,423,405,0
168450588,10.10.90.28,185,424,404,0
168450562,10.10.90.2,185,424,404,0
168450653,10.10.90.93,185,420,403,0
168450582,10.10.90.22,185,423,403,0
168450593,10.10.90.33,185,423,403,0
168450590,10.10.90.30,185,423,403,0
168450652,10.10.90.92,184,421,402,0
168450649,10.10.90.89,184,421,402,0
168450603,10.10.90.43,185,422,402,0
168450568,10.10.90.8,184,422,402,0
168450587,10.10.90.27,185,422,402,0
168450655,10.10.90.95,185,418,402,0
168450595,10.10.90.35,185,421,402,0
168450635,10.10.90.75,184,421,401,0
168450564,10.10.90.4,185,421,401,0
168450633,10.10.90.73,184,419,401,0
168450580,10.10.90.20,184,420,401,0
168450650,10.10.90.90,184,418,399,0
1138462788,67.219.144.68,2,434,399,0
168450648,10.10.90.88,184,417,399,0
168450586,10.10.90.26,185,415,398,0
168450597,10.10.90.37,185,416,398,0
168450578,10.10.90.18,185,416,396,0
168450642,10.10.90.82,185,414,396,0
168450583,10.10.90.23,185,414,396,0
168450577,10.10.90.17,185,416,396,0
168450641,10.10.90.81,185,414,396,0
168450561,10.10.90.1,185,415,395,0
168450581,10.10.90.21,185,414,394,0
168450574,10.10.90.14,185,414,394,0
168450576,10.10.90.16,185,414,394,0
168450640,10.10.90.80,185,412,394,0
168450644,10.10.90.84,185,414,394,0
168450573,10.10.90.13,185,414,394,0
168450602,10.10.90.42,185,414,394,0
168450599,10.10.90.39,185,411,393,0
168450560,10.10.90.0,185,411,393,0
168450604,10.10.90.44,185,412,393,0
168450654,10.10.90.94,185,411,393,0
168450645,10.10.90.85,185,412,392,0
168450567,10.10.90.7,184,412,392,0
168450639,10.10.90.79,185,409,392,0
168450579,10.10.90.19,184,412,392,0
168450594,10.10.90.34,185,412,392,0
168450637,10.10.90.77,184,410,392,0
168450570,10.10.90.10,185,412,392,0
168450638,10.10.90.78,184,409,391,0
168450632,10.10.90.72,185,409,391,0
168450643,10.10.90.83,185,411,391,0
168450636,10.10.90.76,184,409,391,0
168450565,10.10.90.5,184,411,391,0
168450569,10.10.90.9,185,411,391,0
168450634,10.10.90.74,184,409,391,0
168450563,10.10.90.3,185,411,391,0
168450606,10.10.90.46,184,410,390,0
168450571,10.10.90.11,183,408,390,0
168450646,10.10.90.86,185,410,390,0
168450572,10.10.90.12,183,407,390,0
168450605,10.10.90.45,184,410,390,0
168450566,10.10.90.6,183,410,390,0
168450591,10.10.90.31,184,409,390,0
168450647,10.10.90.87,184,408,389,0
168450607,10.10.90.47,184,407,388,0
168450600,10.10.90.40,185,400,383,0
168450592,10.10.90.32,184,400,380,0
1116159675,66.135.62.187,2,390,368,0
168450765,10.10.90.205,175,392,360,0
168450741,10.10.90.181,175,371,356,0
168450702,10.10.90.142,175,374,356,0
168450695,10.10.90.135,175,374,356,0
168450759,10.10.90.199,175,373,356,0
168450752,10.10.90.192,175,374,356,0
168450713,10.10.90.153,175,374,356,0
168450745,10.10.90.185,175,373,356,0
168450699,10.10.90.139,175,373,356,0
168450763,10.10.90.203,175,374,356,0
168450756,10.10.90.196,175,373,356,0
168450749,10.10.90.189,175,373,356,0
168450742,10.10.90.182,175,373,356,0
168450806,10.10.90.246,175,374,356,0
168450735,10.10.90.175,175,373,356,0
168450728,10.10.90.168,175,371,356,0
168450721,10.10.90.161,175,374,356,0
168450682,10.10.90.122,175,374,356,0
168450810,10.10.90.250,175,374,356,0
168450814,10.10.90.254,175,374,356,0
168450775,10.10.90.215,175,374,356,0
168450736,10.10.90.176,175,374,356,0
168450800,10.10.90.240,175,374,356,0
168450729,10.10.90.169,175,373,356,0
168450690,10.10.90.130,175,375,356,0
168450726,10.10.90.166,175,373,356,0
168450719,10.10.90.159,175,373,356,0
168450680,10.10.90.120,175,376,356,0
168450808,10.10.90.248,175,374,356,0
168450755,10.10.90.195,175,373,356,0
168450684,10.10.90.124,175,371,355,0
168450748,10.10.90.188,175,372,355,0
168450805,10.10.90.245,175,373,355,0
168450734,10.10.90.174,175,370,355,0
168450766,10.10.90.206,175,373,355,0
168450727,10.10.90.167,175,370,355,0
168450688,10.10.90.128,175,374,355,0
168450720,10.10.90.160,175,373,355,0
168450770,10.10.90.210,175,372,355,0
168450692,10.10.90.132,175,371,355,0
168450724,10.10.90.164,175,373,355,0
168450685,10.10.90.125,175,374,355,0
168450717,10.10.90.157,175,371,355,0
168450710,10.10.90.150,175,373,355,0
168450767,10.10.90.207,175,373,355,0
168450689,10.10.90.129,175,374,355,0
168450714,10.10.90.154,175,371,355,0
168450746,10.10.90.186,175,372,355,0
168450707,10.10.90.147,175,373,355,0
168450739,10.10.90.179,175,373,355,0
168450771,10.10.90.211,175,373,355,0
168450803,10.10.90.243,175,372,355,0
168450700,10.10.90.140,175,372,355,0
168450750,10.10.90.190,175,372,355,0
168450711,10.10.90.151,175,373,355,0
168450807,10.10.90.247,175,373,355,0
168450722,10.10.90.162,175,373,355,0
168450754,10.10.90.194,175,372,355,0
168450683,10.10.90.123,175,373,355,0
168450715,10.10.90.155,175,373,355,0
168450740,10.10.90.180,175,370,355,0
168450804,10.10.90.244,175,373,355,0
168450701,10.10.90.141,175,373,355,0
168450733,10.10.90.173,175,372,355,0
168450751,10.10.90.191,175,373,355,0
168450815,10.10.90.255,175,373,355,0
168450737,10.10.90.177,175,371,355,0
168450769,10.10.90.209,175,373,355,0
168450801,10.10.90.241,175,373,355,0
168450698,10.10.90.138,175,373,355,0
168450716,10.10.90.156,175,372,354,0
168450709,10.10.90.149,175,371,354,0
168450773,10.10.90.213,175,372,354,0
168450681,10.10.90.121,175,372,354,0
168450738,10.10.90.178,175,371,354,0
168450802,10.10.90.242,175,372,354,0
168450731,10.10.90.171,175,369,354,0
168450774,10.10.90.214,175,372,354,0
168450703,10.10.90.143,175,372,354,0
168450753,10.10.90.193,175,371,354,0
168450686,10.10.90.126,175,373,354,0
168450718,10.10.90.158,175,371,354,0
168450743,10.10.90.183,175,371,354,0
168450768,10.10.90.208,175,372,354,0
168450697,10.10.90.137,175,372,354,0
168450747,10.10.90.187,175,371,354,0
168450687,10.10.90.127,175,372,354,0
168450712,10.10.90.152,175,371,354,0
168450762,10.10.90.202,175,371,354,0
168450812,10.10.90.252,175,371,353,0
168450732,10.10.90.172,175,368,353,0
168450764,10.10.90.204,175,371,353,0
168450693,10.10.90.133,175,371,353,0
168450708,10.10.90.148,175,370,353,0
168450772,10.10.90.212,175,371,353,0
168450691,10.10.90.131,175,372,353,0
168450723,10.10.90.163,175,369,353,0
168450809,10.10.90.249,175,370,352,0
168450725,10.10.90.165,175,369,352,0
168450761,10.10.90.201,175,369,352,0
168450694,10.10.90.134,175,371,352,0
168450744,10.10.90.184,175,369,352,0
168450813,10.10.90.253,175,367,351,0
168450730,10.10.90.170,175,368,351,0
168450757,10.10.90.197,175,367,350,0
168450811,10.10.90.251,174,368,350,0
168450758,10.10.90.198,175,366,349,0
168450760,10.10.90.200,175,365,348,0
2551416462,152.19.134.142,2,374,347,0
168450777,10.10.90.217,175,364,346,0
168450782,10.10.90.222,175,364,346,0
168450672,10.10.90.112,175,366,346,0
168450676,10.10.90.116,175,366,346,0
168450797,10.10.90.237,175,364,346,0
168450781,10.10.90.221,175,362,345,0
168450796,10.10.90.236,175,363,345,0
1109606050,66.35.62.162,2,409,345,0
168450787,10.10.90.227,175,363,345,0
168450696,10.10.90.136,175,362,344,0
168450784,10.10.90.224,175,361,343,0
168450789,10.10.90.229,175,361,343,0
168450705,10.10.90.145,175,360,343,0
168450799,10.10.90.239,175,360,342,0
168450704,10.10.90.144,175,359,341,0
168450706,10.10.90.146,175,356,338,0
168450677,10.10.90.117,175,356,336,0
168450670,10.10.90.110,166,354,336,0
168450656,10.10.90.96,175,352,336,0
168450674,10.10.90.114,175,356,336,0
168450667,10.10.90.107,175,354,336,0
168450678,10.10.90.118,175,356,336,0
168450671,10.10.90.111,175,356,336,0
168450675,10.10.90.115,175,356,336,0
168450668,10.10.90.108,175,353,336,0
168450793,10.10.90.233,175,354,336,0
168450669,10.10.90.109,166,353,336,0
168450790,10.10.90.230,175,354,336,0
168450673,10.10.90.113,175,356,336,0
168450666,10.10.90.106,166,356,336,0
3515135247,209.132.181.15,2,361,335,0
168450798,10.10.90.238,175,353,335,0
168450660,10.10.90.100,166,355,335,0
168450788,10.10.90.228,175,353,335,0
168450664,10.10.90.104,166,355,335,0
168450792,10.10.90.232,175,353,335,0
168450657,10.10.90.97,175,355,335,0
168450785,10.10.90.225,175,353,335,0
168450778,10.10.90.218,175,353,335,0
168450661,10.10.90.101,166,354,335,0
168450679,10.10.90.119,175,353,335,0
168450658,10.10.90.98,165,354,335,0
168450786,10.10.90.226,175,353,335,0
168450662,10.10.90.102,175,355,335,0
168450783,10.10.90.223,175,353,335,0
168450776,10.10.90.216,175,353,335,0
168450659,10.10.90.99,175,354,335,0
168450791,10.10.90.231,175,352,334,0
168450779,10.10.90.219,175,352,334,0
168450794,10.10.90.234,175,351,334,0
168450795,10.10.90.235,175,351,333,0
168450665,10.10.90.105,166,352,332,0
168450780,10.10.90.220,175,348,330,0
3515135248,209.132.181.16,2,359,328,0
168450663,10.10.90.103,166,343,323,0
2362681796,140.211.169.196,2,341,316,0
2886742573,172.16.50.45,100,307,301,0
2886742723,172.16.50.195,100,307,301,0
2886742727,172.16.50.199,100,307,301,0
2886742720,172.16.50.192,100,307,301,0
2886742724,172.16.50.196,100,307,301,0
2886742742,172.16.50.214,100,307,301,0
2886742543,172.16.50.15,100,307,301,0
2886742579,172.16.50.51,100,307,301,0
2886742725,172.16.50.197,100,307,301,0
