dst,dst_ip,num_ports,num_connections,num_sources,num_icmp,num_tcp,num_udp
170403948,10.40.40.108,65,2152,7,4,2146,2
170403949,10.40.40.109,5,25,4,4,21,0
170403950,10.40.40.110,102,2449,4,3,2442,4
170403951,10.40.40.111,102,2454,4,3,2447,4
170403952,10.40.40.112,5,25,4,4,21,0
170403953,10.40.40.113,5,25,4,4,21,0
170403954,10.40.40.114,5,25,4,4,21,0
170403955,10.40.40.115,5,25,4,4,21,0
170403956,10.40.40.116,5,26,4,4,22,0
170403957,10.40.40.117,5,26,4,4,22,0
170403958,10.40.40.118,5,25,4,4,21,0
170403959,10.40.40.119,5,25,4,4,21,0
170403960,10.40.40.120,5,25,4,4,21,0
170403961,10.40.40.121,5,26,4,4,22,0
170403962,10.40.40.122,5,26,4,4,22,0
170403963,10.40.40.123,5,26,4,4,22,0
170403964,10.40.40.124,5,25,4,4,21,0
170403965,10.40.40.125,5,26,4,4,22,0
170403966,10.40.40.126,5,26,4,4,22,0
170403967,10.40.40.127,5,26,4,4,22,0
170403968,10.40.40.128,5,26,4,4,22,0
170403969,10.40.40.129,5,25,4,4,21,0
170403970,10.40.40.130,5,25,4,4,21,0
170403971,10.40.40.131,5,25,4,4,21,0
170403972,10.40.40.132,5,26,4,4,22,0
170403973,10.40.40.133,5,26,4,4,22,0
170403974,10.40.40.134,5,26,4,4,22,0
170403975,10.40.40.135,5,26,4,4,22,0
170403976,10.40.40.136,5,25,4,4,21,0
170403977,10.40.40.137,5,25,4,4,21,0
170403978,10.40.40.138,5,26,4,4,22,0
170403979,10.40.40.139,5,24,4,4,20,0
170403980,10.40.40.140,5,26,4,4,22,0
170403981,10.40.40.141,5,25,4,4,21,0
170403982,10.40.40.142,5,25,4,4,21,0
170403983,10.40.40.143,5,26,4,4,22,0
170403984,10.40.40.144,5,26,4,4,22,0
170403985,10.40.40.145,5,26,4,4,22,0
170403986,10.40.40.146,5,26,4,4,22,0
170403987,10.40.40.147,5,26,4,4,22,0
170403988,10.40.40.148,5,26,4,4,22,0
170403989,10.40.40.149,5,26,4,4,22,0
170403990,10.40.40.150,5,26,4,4,22,0
170403991,10.40.40.151,5,26,4,4,22,0
170403992,10.40.40.152,5,26,4,4,22,0
170403993,10.40.40.153,5,26,4,4,22,0
170403994,10.40.40.154,5,26,4,4,22,0
170403995,10.40.40.155,5,26,4,4,22,0
170403996,10.40.40.156,5,25,4,4,21,0
170403997,10.40.40.157,5,26,4,4,22,0
170403998,10.40.40.158,5,26,4,4,22,0
170403999,10.40.40.159,5,26,4,4,22,0
170404000,10.40.40.160,5,26,4,4,22,0
170404001,10.40.40.161,5,26,4,4,22,0
170404002,10.40.40.162,5,26,4,4,22,0
170404003,10.40.40.163,5,26,4,4,22,0
170404004,10.40.40.164,5,26,4,4,22,0
170404005,10.40.40.165,5,26,4,4,22,0
170404006,10.40.40.166,5,26,4,4,22,0
170404007,10.40.40.167,5,26,4,4,22,0
170404008,10.40.40.168,5,26,4,4,22,0
170404009,10.40.40.169,5,24,4,4,20,0
170404010,10.40.40.170,5,24,4,4,20,0
170404011,10.40.40.171,5,26,4,4,22,0
170404012,10.40.40.172,5,25,4,4,21,0
170404013,10.40.40.173,5,25,4,4,21,0
170404014,10.40.40.174,5,26,4,4,22,0
170404015,10.40.40.175,5,26,4,4,22,0
170404016,10.40.40.176,5,26,4,4,22,0
170404017,10.40.40.177,5,26,4,4,22,0
170404018,10.40.40.178,5,26,4,4,22,0
170404019,10.40.40.179,5,26,4,4,22,0
170404020,10.40.40.180,5,26,4,4,22,0
170404021,10.40.40.181,5,26,4,4,22,0
170404022,10.40.40.182,5,26,4,4,22,0
170404023,10.40.40.183,5,26,4,4,22,0
170404024,10.40.40.184,5,26,4,4,22,0
170404025,10.40.40.185,5,26,4,4,22,0
170404026,10.40.40.186,5,26,4,4,22,0
170404027,10.40.40.187,5,26,4,4,22,0
170404028,10.40.40.188,5,26,4,4,22,0
170404029,10.40.40.189,5,26,4,4,22,0
170404030,10.40.40.190,5,26,4,4,22,0
170404031,10.40.40.191,5,26,4,4,22,0
170404032,10.40.40.192,5,26,4,4,22,0
170404033,10.40.40.193,5,26,4,4,22,0
170404034,10.40.40.194,5,26,4,4,22,0
170404035,10.40.40.195,5,25,4,4,21,0
170404036,10.40.40.196,5,26,4,4,22,0
170404037,10.40.40.197,5,26,4,4,22,0
170404038,10.40.40.198,5,26,4,4,22,0
170404039,10.40.40.199,5,26,4,4,22,0
170404040,10.40.40.200,102,427,5,12,407,8
170404041,10.40.40.201,16,89,5,4,85,0
170404042,10.40.40.202,5,26,4,4,22,0
170404043,10.40.40.203,5,26,4,4,22,0
170404044,10.40.40.204,5,26,4,4,22,0
170404045,10.40.40.205,101,9050,37,10,9039,1
170404046,10.40.40.206,5,26,4,4,22,0
170404047,10.40.40.207,5,26,4,4,22,0
170404048,10.40.40.208,5,26,4,4,22,0
170404049,10.40.40.209,5,26,4,4,22,0
170404050,10.40.40.210,5,26,4,4,22,0
170404051,10.40.40.211,5,25,4,3,22,0
170404052,10.40.40.212,5,26,4,4,22,0
170404053,10.40.40.213,5,26,4,4,22,0
170404054,10.40.40.214,5,26,4,4,22,0
170404055,10.40.40.215,5,26,4,4,22,0
170404056,10.40.40.216,5,26,4,4,22,0
170404057,10.40.40.217,5,26,4,4,22,0
170404058,10.40.40.218,5,26,4,4,22,0
170404059,10.40.40.219,5,26,4,4,22,0
170404060,10.40.40.220,5,25,4,4,21,0
170404061,10.40.40.221,5,25,4,4,21,0
170404062,10.40.40.222,5,25,4,4,21,0
170404063,10.40.40.223,5,25,4,4,21,0
170404064,10.40.40.224,5,26,4,4,22,0
170404065,10.40.40.225,5,26,4,4,22,0
170404066,10.40.40.226,5,26,4,4,22,0
170404067,10.40.40.227,5,26,4,4,22,0
170404068,10.40.40.228,5,26,4,4,22,0
170404069,10.40.40.229,5,26,4,4,22,0
170404070,10.40.40.230,5,26,4,4,22,0
170404071,10.40.40.231,5,26,4,4,22,0
170404072,10.40.40.232,5,26,4,4,22,0
170404073,10.40.40.233,5,26,4,4,22,0
170404074,10.40.40.234,5,26,4,4,22,0
170404075,10.40.40.235,5,26,4,4,22,0
170404076,10.40.40.236,5,26,4,4,22,0
170404077,10.40.40.237,5,26,4,4,22,0
170404078,10.40.40.238,5,26,4,4,22,0
170404079,10.40.40.239,5,25,4,4,21,0
170404080,10.40.40.240,5,26,4,4,22,0
170404081,10.40.40.241,5,24,4,4,20,0
170404082,10.40.40.242,5,24,4,4,20,0
170404083,10.40.40.243,5,24,4,4,20,0
170404084,10.40.40.244,5,24,4,4,20,0
170404085,10.40.40.245,5,24,4,4,20,0
170404086,10.40.40.246,5,24,4,4,20,0
170404087,10.40.40.247,5,24,4,4,20,0
170404088,10.40.40.248,5,24,4,4,20,0
170404089,10.40.40.249,5,24,4,4,20,0
170404090,10.40.40.250,28165,155426,13,3,155422,1
170404091,10.40.40.251,101,1803,5,6,1796,1
170404092,10.40.40.252,5,24,4,4,20,0
170404093,10.40.40.253,5,24,4,4,20,0
170404094,10.40.40.254,5,24,4,4,20,0
170404095,10.40.40.255,8,274,10,4,14,256
171061760,10.50.50.0,100,232,4,4,228,0
171061761,10.50.50.1,1000,21448,7,10,21438,0
171061762,10.50.50.2,100,237,5,4,233,0
171061763,10.50.50.3,100,237,5,4,233,0
171061764,10.50.50.4,100,237,5,4,233,0
171061765,10.50.50.5,460,4368,157,8,3854,506
171061766,10.50.50.6,100,237,5,4,233,0
171061767,10.50.50.7,100,237,5,4,233,0
171061768,10.50.50.8,100,237,5,4,233,0
171061769,10.50.50.9,100,237,5,4,233,0
171061770,10.50.50.10,928,16432,42,21,16401,10
171061771,10.50.50.11,100,236,5,4,232,0
171061772,10.50.50.12,100,236,5,4,232,0
171061773,10.50.50.13,100,237,5,4,233,0
171061774,10.50.50.14,100,237,5,4,233,0
171061775,10.50.50.15,821,6462,40,17,6440,5
171061776,10.50.50.16,100,235,5,4,231,0
171061777,10.50.50.17,100,237,5,4,233,0
171061778,10.50.50.18,100,237,5,4,233,0
171061779,10.50.50.19,100,238,5,4,234,0
171061780,10.50.50.20,122,908,9,10,898,0
171061781,10.50.50.21,100,237,5,4,233,0
171061782,10.50.50.22,100,237,5,4,233,0
171061783,10.50.50.23,100,237,5,4,233,0
171061784,10.50.50.24,100,238,5,4,234,0
171061785,10.50.50.25,100,346,6,73,273,0
171061786,10.50.50.26,100,234,5,4,230,0
171061787,10.50.50.27,100,237,5,4,233,0
171061788,10.50.50.28,100,237,5,4,233,0
171061789,10.50.50.29,100,234,5,4,230,0
171061790,10.50.50.30,100,237,5,4,233,0
171061791,10.50.50.31,100,237,5,4,233,0
171061792,10.50.50.32,100,234,5,4,230,0
171061793,10.50.50.33,100,235,5,4,231,0
171061794,10.50.50.34,100,235,5,4,231,0
171061795,10.50.50.35,100,234,5,4,230,0
171061796,10.50.50.36,100,235,5,4,231,0
171061797,10.50.50.37,100,236,5,4,232,0
171061798,10.50.50.38,100,236,5,4,232,0
171061799,10.50.50.39,100,235,5,4,231,0
171061800,10.50.50.40,100,235,5,4,231,0
171061801,10.50.50.41,100,235,5,4,231,0
171061802,10.50.50.42,100,235,5,4,231,0
171061803,10.50.50.43,100,238,5,4,234,0
171061804,10.50.50.44,100,236,5,4,232,0
171061805,10.50.50.45,100,235,5,4,231,0
171061806,10.50.50.46,100,234,5,4,230,0
171061807,10.50.50.47,100,237,5,4,233,0
171061808,10.50.50.48,100,239,5,4,235,0
171061809,10.50.50.49,100,238,5,4,234,0
171061810,10.50.50.50,100,238,5,4,234,0
171061811,10.50.50.51,100,236,5,4,232,0
171061812,10.50.50.52,100,234,5,4,230,0
171061813,10.50.50.53,100,235,5,4,231,0
171061814,10.50.50.54,100,238,5,4,234,0
171061815,10.50.50.55,100,236,5,4,232,0
171061816,10.50.50.56,100,235,5,4,231,0
171061817,10.50.50.57,100,237,5,4,233,0
171061818,10.50.50.58,100,236,5,4,232,0
171061819,10.50.50.59,100,235,5,4,231,0
171061820,10.50.50.60,100,236,5,4,232,0
171061821,10.50.50.61,100,235,5,4,231,0
171061822,10.50.50.62,100,235,5,4,231,0
171061823,10.50.50.63,100,236,5,4,232,0
171061824,10.50.50.64,100,239,5,4,235,0
171061825,10.50.50.65,100,237,5,4,233,0
171061826,10.50.50.66,100,235,5,4,231,0
171061827,10.50.50.67,100,236,5,4,232,0
171061828,10.50.50.68,100,237,5,4,233,0
171061829,10.50.50.69,100,235,5,4,231,0
171061830,10.50.50.70,100,235,5,4,231,0
171061831,10.50.50.71,100,235,5,4,231,0
171061832,10.50.50.72,100,237,5,4,233,0
171061833,10.50.50.73,100,236,5,4,232,0
171061834,10.50.50.74,100,235,5,4,231,0
171061835,10.50.50.75,100,234,5,4,230,0
171061836,10.50.50.76,100,235,5,4,231,0
171061837,10.50.50.77,100,234,5,4,230,0
171061838,10.50.50.78,100,236,5,4,232,0
171061839,10.50.50.79,100,236,5,4,232,0
171061840,10.50.50.80,100,236,5,4,232,0
171061841,10.50.50.81,100,237,5,4,233,0
171061842,10.50.50.82,100,236,5,4,232,0
171061843,10.50.50.83,100,238,5,4,234,0
171061844,10.50.50.84,100,238,5,4,234,0
171061845,10.50.50.85,100,236,5,4,232,0
171061846,10.50.50.86,100,234,5,4,230,0
171061847,10.50.50.87,100,236,5,4,232,0
171061848,10.50.50.88,100,236,5,4,232,0
171061849,10.50.50.89,100,235,5,4,231,0
171061850,10.50.50.90,100,236,5,4,232,0
171061851,10.50.50.91,100,236,5,4,232,0
171061852,10.50.50.92,100,237,5,4,233,0
171061853,10.50.50.93,100,238,5,4,234,0
171061854,10.50.50.94,100,237,5,4,233,0
171061855,10.50.50.95,100,234,5,4,230,0
171061856,10.50.50.96,100,237,5,4,233,0
171061857,10.50.50.97,100,236,5,4,232,0
171061858,10.50.50.98,100,232,5,4,228,0
171061859,10.50.50.99,100,234,5,4,230,0
171061860,10.50.50.100,100,237,5,4,233,0
171061861,10.50.50.101,100,239,5,4,235,0
171061862,10.50.50.102,100,235,5,4,231,0
171061863,10.50.50.103,100,236,5,4,232,0
171061864,10.50.50.104,320,5491,7,4,5480,7
171061865,10.50.50.105,105,2726,9,14,2709,3
171061866,10.50.50.106,113,845,9,10,832,3
171061867,10.50.50.107,176,609,8,1,608,0
171061868,10.50.50.108,100,238,5,4,234,0
171061869,10.50.50.109,100,238,5,4,234,0
171061870,10.50.50.110,100,2725,5,1,2724,0
171061871,10.50.50.111,100,2655,5,1,2654,0
171061872,10.50.50.112,100,236,5,4,232,0
171061873,10.50.50.113,100,239,5,4,235,0
171061874,10.50.50.114,100,237,5,4,233,0
171061875,10.50.50.115,100,238,5,4,234,0
171061876,10.50.50.116,100,236,5,4,232,0
171061877,10.50.50.117,100,236,5,4,232,0
171061878,10.50.50.118,100,237,5,4,233,0
171061879,10.50.50.119,100,238,5,4,234,0
171061880,10.50.50.120,100,236,5,4,232,0
171061881,10.50.50.121,100,236,5,4,232,0
171061882,10.50.50.122,100,235,5,4,231,0
171061883,10.50.50.123,100,233,5,4,229,0
171061884,10.50.50.124,100,237,5,4,233,0
171061885,10.50.50.125,100,236,5,4,232,0
171061886,10.50.50.126,100,234,5,4,230,0
171061887,10.50.50.127,100,238,5,4,234,0
171061888,10.50.50.128,23,78,5,4,74,0
171061889,10.50.50.129,28,89,5,4,85,0
171061890,10.50.50.130,26,89,5,4,85,0
171061891,10.50.50.131,19,71,5,4,67,0
171061892,10.50.50.132,25,84,5,4,80,0
171061893,10.50.50.133,26,89,5,4,85,0
171061894,10.50.50.134,20,73,5,4,69,0
171061895,10.50.50.135,30,95,5,4,91,0
171061896,10.50.50.136,26,89,5,4,85,0
171061897,10.50.50.137,22,79,5,4,75,0
171061898,10.50.50.138,24,83,5,4,79,0
171061899,10.50.50.139,23,82,5,4,78,0
171061900,10.50.50.140,24,84,5,4,80,0
171061901,10.50.50.141,24,85,5,4,81,0
171061902,10.50.50.142,25,87,5,4,83,0
171061903,10.50.50.143,28,94,5,4,90,0
171061904,10.50.50.144,29,94,5,4,90,0
171061905,10.50.50.145,26,85,5,4,81,0
171061906,10.50.50.146,22,76,5,4,72,0
171061907,10.50.50.147,25,83,5,4,79,0
171061908,10.50.50.148,29,93,5,4,89,0
171061909,10.50.50.149,26,87,5,4,83,0
171061910,10.50.50.150,24,83,5,4,79,0
171061911,10.50.50.151,26,84,5,4,80,0
171061912,10.50.50.152,29,92,5,4,88,0
171061913,10.50.50.153,22,78,5,4,74,0
171061914,10.50.50.154,28,90,5,4,86,0
171061915,10.50.50.155,29,93,5,4,89,0
171061916,10.50.50.156,22,79,5,4,75,0
171061917,10.50.50.157,26,87,5,4,83,0
171061918,10.50.50.158,29,93,5,4,89,0
171061919,10.50.50.159,20,73,5,4,69,0
171061920,10.50.50.160,20,74,5,4,70,0
171061921,10.50.50.161,28,93,5,4,89,0
171061922,10.50.50.162,24,84,5,4,80,0
171061923,10.50.50.163,27,89,5,4,85,0
171061924,10.50.50.164,26,86,5,4,82,0
171061925,10.50.50.165,24,85,5,4,81,0
171061926,10.50.50.166,25,85,5,4,81,0
171061927,10.50.50.167,24,83,5,4,79,0
171061928,10.50.50.168,15,66,5,4,62,0
171061929,10.50.50.169,19,74,5,4,70,0
171061930,10.50.50.170,31,99,5,4,95,0
171061931,10.50.50.171,20,75,5,4,71,0
171061932,10.50.50.172,17,68,5,4,64,0
171061933,10.50.50.173,31,100,5,4,96,0
171061934,10.50.50.174,29,95,5,4,91,0
171061935,10.50.50.175,19,73,5,4,69,0
171061936,10.50.50.176,25,87,5,4,83,0
171061937,10.50.50.177,27,92,5,4,88,0
171061938,10.50.50.178,25,86,5,4,82,0
171061939,10.50.50.179,24,84,5,4,80,0
171061940,10.50.50.180,24,82,5,4,78,0
171061941,10.50.50.181,22,77,5,4,73,0
171061942,10.50.50.182,30,97,5,4,93,0
171061943,10.50.50.183,30,97,5,4,93,0
171061944,10.50.50.184,24,81,5,4,77,0
171061945,10.50.50.185,26,85,5,4,81,0
171061946,10.50.50.186,29,91,5,4,87,0
171061947,10.50.50.187,27,89,5,4,85,0
171061948,10.50.50.188,26,89,5,4,85,0
171061949,10.50.50.189,25,83,5,4,79,0
171061950,10.50.50.190,26,83,5,4,79,0
171061951,10.50.50.191,27,89,5,4,85,0
171061952,10.50.50.192,5,36,5,4,32,0
171061953,10.50.50.193,5,37,5,4,33,0
171061954,10.50.50.194,5,36,5,4,32,0
171061955,10.50.50.195,5,35,5,4,31,0
171061956,10.50.50.196,5,35,5,4,31,0
171061957,10.50.50.197,5,37,5,4,33,0
171061958,10.50.50.198,5,39,5,4,35,0
171061959,10.50.50.199,5,37,5,4,33,0
171061960,10.50.50.200,100,276,6,8,268,0
171061961,10.50.50.201,5,37,5,4,33,0
171061962,10.50.50.202,5,37,5,4,33,0
171061963,10.50.50.203,5,39,5,4,35,0
171061964,10.50.50.204,5,39,5,4,35,0
171061965,10.50.50.205,1001,11022,39,11,11008,3
171061966,10.50.50.206,5,39,5,4,35,0
171061967,10.50.50.207,5,35,5,4,31,0
171061968,10.50.50.208,5,35,5,4,31,0
171061969,10.50.50.209,5,37,5,4,33,0
171061970,10.50.50.210,5,37,5,4,33,0
171061971,10.50.50.211,5,37,5,4,33,0
171061972,10.50.50.212,5,39,5,4,35,0
171061973,10.50.50.213,5,37,5,4,33,0
171061974,10.50.50.214,5,35,5,4,31,0
171061975,10.50.50.215,5,37,5,4,33,0
171061976,10.50.50.216,5,37,5,4,33,0
171061977,10.50.50.217,5,35,5,4,31,0
171061978,10.50.50.218,5,35,5,4,31,0
171061979,10.50.50.219,5,36,5,4,32,0
171061980,10.50.50.220,5,37,5,4,33,0
171061981,10.50.50.221,5,37,5,4,33,0
171061982,10.50.50.222,5,37,5,4,33,0
171061983,10.50.50.223,5,37,5,4,33,0
171061984,10.50.50.224,5,36,5,4,32,0
171061985,10.50.50.225,5,36,5,4,32,0
171061986,10.50.50.226,5,37,5,4,33,0
171061987,10.50.50.227,5,37,5,4,33,0
171061988,10.50.50.228,5,37,5,4,33,0
171061989,10.50.50.229,5,37,5,4,33,0
171061990,10.50.50.230,5,37,5,4,33,0
171061991,10.50.50.231,5,39,5,4,35,0
171061992,10.50.50.232,5,39,5,4,35,0
171061993,10.50.50.233,5,39,5,4,35,0
171061994,10.50.50.234,5,39,5,4,35,0
171061995,10.50.50.235,5,37,5,4,33,0
171061996,10.50.50.236,5,37,5,4,33,0
171061997,10.50.50.237,5,37,5,4,33,0
171061998,10.50.50.238,5,39,5,4,35,0
171061999,10.50.50.239,5,39,5,4,35,0
171062000,10.50.50.240,5,33,5,4,29,0
171062001,10.50.50.241,5,35,5,4,31,0
171062002,10.50.50.242,5,34,5,4,30,0
171062003,10.50.50.243,5,32,5,4,28,0
171062004,10.50.50.244,5,35,5,4,31,0
171062005,10.50.50.245,5,35,5,4,31,0
171062006,10.50.50.246,5,33,5,4,29,0
171062007,10.50.50.247,5,33,5,4,29,0
171062008,10.50.50.248,5,33,5,4,29,0
171062009,10.50.50.249,5,35,5,4,31,0
171062010,10.50.50.250,28136,148543,14,1,148542,0
171062011,10.50.50.251,100,1748,6,1,1747,0
171062012,10.50.50.252,102,260,6,1,220,39
171062013,10.50.50.253,5,35,5,4,31,0
171062014,10.50.50.254,5,35,5,4,31,0
171062015,10.50.50.255,7,230,10,4,26,200
171379227,10.55.10.27,1,77,1,0,0,77
171379229,10.55.10.29,1,76,1,0,0,76
171379323,10.55.10.123,1,72,1,0,0,72
171719680,10.60.60.0,5,36,4,8,28,0
171719681,10.60.60.1,1000,22078,7,10,22068,0
171719682,10.60.60.2,5,39,5,8,31,0
171719683,10.60.60.3,5,39,5,8,31,0
171719684,10.60.60.4,5,39,5,8,31,0
171719685,10.60.60.5,1516,22085,192,10,21364,711
171719686,10.60.60.6,5,39,5,8,31,0
171719687,10.60.60.7,5,39,5,8,31,0
171719688,10.60.60.8,5,39,5,8,31,0
171719689,10.60.60.9,5,39,5,8,31,0
171719690,10.60.60.10,1046,33428,41,44,33374,10
171719691,10.60.60.11,5,39,5,8,31,0
171719692,10.60.60.12,5,39,5,8,31,0
171719693,10.60.60.13,5,39,5,8,31,0
171719694,10.60.60.14,5,39,5,8,31,0
171719695,10.60.60.15,1010,13553,40,19,13529,5
171719696,10.60.60.16,5,39,5,8,31,0
171719697,10.60.60.17,5,39,5,8,31,0
171719698,10.60.60.18,5,38,5,8,30,0
171719699,10.60.60.19,5,39,5,8,31,0
171719700,10.60.60.20,1099,494472,14,12,494441,19
171719701,10.60.60.21,5,39,5,8,31,0
171719702,10.60.60.22,5,39,5,8,31,0
171719703,10.60.60.23,5,38,5,8,30,0
171719704,10.60.60.24,5,38,5,7,31,0
171719705,10.60.60.25,5,149,6,77,72,0
171719706,10.60.60.26,5,39,5,8,31,0
171719707,10.60.60.27,5,37,5,7,30,0
171719708,10.60.60.28,5,38,5,7,31,0
171719709,10.60.60.29,5,37,5,7,30,0
171719710,10.60.60.30,5,38,5,7,31,0
171719711,10.60.60.31,5,36,5,6,30,0
171719712,10.60.60.32,5,38,5,8,30,0
171719713,10.60.60.33,5,38,5,8,30,0
171719714,10.60.60.34,5,39,5,8,31,0
171719715,10.60.60.35,5,39,5,8,31,0
171719716,10.60.60.36,5,39,5,8,31,0
171719717,10.60.60.37,5,38,5,7,31,0
171719718,10.60.60.38,5,38,5,7,31,0
171719719,10.60.60.39,5,39,5,8,31,0
171719720,10.60.60.40,5,38,5,8,30,0
171719721,10.60.60.41,5,38,5,8,30,0
171719722,10.60.60.42,5,39,5,8,31,0
171719723,10.60.60.43,5,39,5,8,31,0
171719724,10.60.60.44,5,39,5,8,31,0
171719725,10.60.60.45,5,39,5,8,31,0
171719726,10.60.60.46,5,39,5,8,31,0
171719727,10.60.60.47,5,38,5,8,30,0
171719728,10.60.60.48,5,37,5,7,30,0
171719729,10.60.60.49,5,36,5,7,29,0
171719730,10.60.60.50,5,38,5,8,30,0
171719731,10.60.60.51,5,38,5,8,30,0
171719732,10.60.60.52,5,38,5,8,30,0
171719733,10.60.60.53,5,39,5,8,31,0
171719734,10.60.60.54,5,39,5,8,31,0
171719735,10.60.60.55,5,39,5,8,31,0
171719736,10.60.60.56,5,38,5,8,30,0
171719737,10.60.60.57,5,38,5,8,30,0
171719738,10.60.60.58,5,39,5,8,31,0
171719739,10.60.60.59,5,39,5,8,31,0
171719740,10.60.60.60,5,39,5,8,31,0
171719741,10.60.60.61,5,39,5,8,31,0
171719742,10.60.60.62,5,39,5,8,31,0
171719743,10.60.60.63,5,38,5,8,30,0
171719744,10.60.60.64,5,38,5,8,30,0
171719745,10.60.60.65,5,39,5,8,31,0
171719746,10.60.60.66,5,38,5,8,30,0
171719747,10.60.60.67,5,39,5,8,31,0
171719748,10.60.60.68,5,39,5,8,31,0
171719749,10.60.60.69,5,39,5,8,31,0
171719750,10.60.60.70,5,39,5,8,31,0
171719751,10.60.60.71,5,39,5,8,31,0
171719752,10.60.60.72,5,39,5,8,31,0
171719753,10.60.60.73,5,39,5,8,31,0
171719754,10.60.60.74,5,38,5,8,30,0
171719755,10.60.60.75,5,38,5,8,30,0
171719756,10.60.60.76,5,38,5,8,30,0
171719757,10.60.60.77,5,38,5,8,30,0
171719758,10.60.60.78,5,38,5,8,30,0
171719759,10.60.60.79,5,38,5,8,30,0
171719760,10.60.60.80,5,38,5,8,30,0
171719761,10.60.60.81,5,38,5,8,30,0
171719762,10.60.60.82,5,38,5,8,30,0
171719763,10.60.60.83,5,38,5,8,30,0
171719764,10.60.60.84,5,38,5,8,30,0
171719765,10.60.60.85,5,38,5,8,30,0
171719766,10.60.60.86,5,39,5,8,31,0
171719767,10.60.60.87,5,39,5,8,31,0
171719768,10.60.60.88,5,39,5,8,31,0
171719769,10.60.60.89,5,39,5,8,31,0
171719770,10.60.60.90,5,39,5,8,31,0
171719771,10.60.60.91,5,39,5,8,31,0
171719772,10.60.60.92,5,38,5,7,31,0
171719773,10.60.60.93,5,39,5,8,31,0
171719774,10.60.60.94,5,39,5,8,31,0
171719775,10.60.60.95,5,39,5,8,31,0
171719776,10.60.60.96,5,38,5,8,30,0
171719777,10.60.60.97,5,39,5,8,31,0
171719778,10.60.60.98,5,39,5,8,31,0
171719779,10.60.60.99,5,39,5,8,31,0
171719780,10.60.60.100,5,37,5,8,29,0
171719781,10.60.60.101,5,38,5,7,31,0
171719782,10.60.60.102,5,39,5,8,31,0
171719783,10.60.60.103,5,39,5,8,31,0
171719784,10.60.60.104,28,3501,7,8,3493,0
171719785,10.60.60.105,266,8182,8,5,8177,0
171719786,10.60.60.106,718,846,6,5,832,9
171719787,10.60.60.107,33,2967,8,22,2935,10
171719788,10.60.60.108,5,38,5,8,30,0
171719789,10.60.60.109,992,4910,5,3,4907,0
171719790,10.60.60.110,997,4809,5,2,4807,0
171719791,10.60.60.111,5,39,5,8,31,0
171719792,10.60.60.112,5,39,5,8,31,0
171719793,10.60.60.113,5,39,5,8,31,0
171719794,10.60.60.114,5,39,5,8,31,0
171719795,10.60.60.115,5,39,5,8,31,0
171719796,10.60.60.116,5,39,5,8,31,0
171719797,10.60.60.117,5,38,5,8,30,0
171719798,10.60.60.118,5,38,5,8,30,0
171719799,10.60.60.119,5,39,5,8,31,0
171719800,10.60.60.120,5,39,5,8,31,0
171719801,10.60.60.121,5,39,5,8,31,0
171719802,10.60.60.122,5,39,5,8,31,0
171719803,10.60.60.123,5,39,5,8,31,0
171719804,10.60.60.124,5,39,5,8,31,0
171719805,10.60.60.125,5,38,5,8,30,0
171719806,10.60.60.126,5,38,5,8,30,0
171719807,10.60.60.127,5,39,5,8,31,0
171719808,10.60.60.128,5,39,5,8,31,0
171719809,10.60.60.129,5,39,5,8,31,0
171719810,10.60.60.130,5,39,5,8,31,0
171719811,10.60.60.131,5,39,5,8,31,0
171719812,10.60.60.132,5,39,5,8,31,0
171719813,10.60.60.133,5,39,5,8,31,0
171719814,10.60.60.134,5,38,5,7,31,0
171719815,10.60.60.135,5,39,5,8,31,0
171719816,10.60.60.136,5,39,5,8,31,0
171719817,10.60.60.137,5,39,5,8,31,0
171719818,10.60.60.138,5,39,5,8,31,0
171719819,10.60.60.139,5,39,5,8,31,0
171719820,10.60.60.140,5,39,5,8,31,0
171719821,10.60.60.141,5,39,5,8,31,0
171719822,10.60.60.142,5,39,5,8,31,0
171719823,10.60.60.143,5,39,5,8,31,0
171719824,10.60.60.144,5,39,5,8,31,0
171719825,10.60.60.145,5,38,5,8,30,0
171719826,10.60.60.146,5,38,5,8,30,0
171719827,10.60.60.147,5,37,5,7,30,0
171719828,10.60.60.148,5,38,5,8,30,0
171719829,10.60.60.149,5,37,5,8,29,0
171719830,10.60.60.150,5,37,5,8,29,0
171719831,10.60.60.151,5,38,5,8,30,0
171719832,10.60.60.152,5,38,5,8,30,0
171719833,10.60.60.153,5,38,5,8,30,0
171719834,10.60.60.154,5,39,5,8,31,0
171719835,10.60.60.155,5,38,5,8,30,0
171719836,10.60.60.156,5,39,5,8,31,0
171719837,10.60.60.157,5,38,5,8,30,0
171719838,10.60.60.158,5,38,5,8,30,0
171719839,10.60.60.159,5,37,5,8,29,0
171719840,10.60.60.160,5,39,5,8,31,0
171719841,10.60.60.161,5,39,5,8,31,0
171719842,10.60.60.162,5,38,5,8,30,0
171719843,10.60.60.163,5,39,5,8,31,0
171719844,10.60.60.164,5,39,5,8,31,0
171719845,10.60.60.165,5,39,5,8,31,0
171719846,10.60.60.166,5,39,5,8,31,0
171719847,10.60.60.167,5,39,5,8,31,0
171719848,10.60.60.168,5,39,5,8,31,0
171719849,10.60.60.169,5,39,5,8,31,0
171719850,10.60.60.170,5,39,5,8,31,0
171719851,10.60.60.171,5,39,5,8,31,0
