dst,dst_ip,num_ports,num_connections,num_sources,num_icmp,num_tcp,num_udp
1237178756,73.189.217.132,1,6868,2,0,6867,1
1238183096,73.205.44.184,1,16,1,0,16,0
1238289251,73.206.203.99,1,11,1,0,11,0
1238340960,73.207.149.96,1,108,1,0,108,0
1244816746,74.50.101.106,1,5,1,0,5,0
1245802091,74.65.110.107,1,11,1,0,11,0
1245847231,74.66.30.191,1,69,2,0,69,0
1246385967,74.74.87.47,1,13,1,0,13,0
1246718927,74.79.107.207,1,29,1,0,29,0
1247484811,74.91.27.139,1,2,1,0,0,2
1247852038,74.96.182.6,1,3,2,0,0,3
1248265796,74.103.6.68,1,15,2,0,0,15
1248366685,74.104.144.93,1,22,1,0,22,0
1248420912,74.105.100.48,1,14,1,0,14,0
1249309314,74.118.242.130,1,80,2,0,80,0
1249342787,74.119.117.67,1,9,1,0,9,0
1249343042,74.119.118.66,1,17,1,0,17,0
1249343047,74.119.118.71,1,18,1,0,18,0
1249343070,74.119.118.94,1,16,1,0,16,0
1249380354,74.120.8.2,1,4,2,0,0,4
1249416204,74.120.148.12,1,5,1,0,5,0
1249479443,74.121.139.19,1,8,1,0,8,0
1249480417,74.121.142.225,1,67,1,0,67,0
1249713502,74.125.29.94,1,385,1,0,385,0
1249713755,74.125.30.91,1,55,1,0,55,0
1249713757,74.125.30.93,1,61,1,0,61,0
1249713759,74.125.30.95,2,83,4,0,81,2
1249713764,74.125.30.100,1,10,1,0,10,0
1249713785,74.125.30.121,1,72,3,0,71,1
1249713800,74.125.30.136,1,48,1,0,48,0
1249713852,74.125.30.188,2,3,2,0,3,0
1249713853,74.125.30.189,1,16970,19,0,13445,3525
1249713854,74.125.30.190,1,58,1,0,58,0
1249714734,74.125.34.46,1,47,2,0,47,0
1249741150,74.125.137.94,1,22,1,0,22,0
1249756781,74.125.198.109,1,59,1,0,59,0
1249756797,74.125.198.125,1,1703,1,0,1703,0
1249756827,74.125.198.155,1,20,1,0,15,5
1249756860,74.125.198.188,1,126,5,0,126,0
1249764256,74.125.227.160,2,2004,22,0,1999,5
1249764257,74.125.227.161,2,1741,21,0,1701,40
1249764258,74.125.227.162,2,1428,21,0,1420,8
1249764259,74.125.227.163,2,927,17,0,913,14
1249764260,74.125.227.164,2,7778,20,0,7759,19
1249764261,74.125.227.165,2,1172,23,0,1154,18
1249764262,74.125.227.166,2,1551,20,0,913,638
1249764263,74.125.227.167,2,1037,19,0,996,41
1249764264,74.125.227.168,2,2853,24,0,874,1979
1249764265,74.125.227.169,2,756,17,0,756,0
1249764269,74.125.227.173,2,158,4,0,57,101
1249764270,74.125.227.174,2,669,19,0,633,36
1249764271,74.125.227.175,1,47,1,0,47,0
1249764278,74.125.227.182,1,154,2,0,154,0
1249764279,74.125.227.183,1,275,3,0,275,0
1249764280,74.125.227.184,1,46,2,0,46,0
1249764281,74.125.227.185,2,23,2,0,23,0
1249764283,74.125.227.187,2,58,4,0,58,0
1249764284,74.125.227.188,1,39,2,0,19,20
1249764286,74.125.227.190,1,43,1,0,43,0
1249764287,74.125.227.191,1,186,8,0,147,39
1249764288,74.125.227.192,1,99,4,0,77,22
1249764289,74.125.227.193,2,75,3,0,75,0
1249764290,74.125.227.194,1,27,1,0,27,0
1249764291,74.125.227.195,1,53,2,0,45,8
1249764292,74.125.227.196,1,25,2,0,19,6
1249764293,74.125.227.197,1,34,1,0,34,0
1249764294,74.125.227.198,1,52,2,1,51,0
1249764295,74.125.227.199,1,10,1,0,10,0
1249764296,74.125.227.200,1,118,5,0,118,0
1249764297,74.125.227.201,2,30,2,0,30,0
1249764302,74.125.227.206,1,265,3,0,234,31
1249764304,74.125.227.208,2,714,2,0,573,141
1249764305,74.125.227.209,2,699,4,0,552,147
1249764306,74.125.227.210,2,1058,9,0,737,321
1249764307,74.125.227.211,2,848,3,0,848,0
1249764308,74.125.227.212,2,2015,5,0,1517,498
1249764320,74.125.227.224,2,72,2,0,72,0
1249764321,74.125.227.225,1,24,1,0,24,0
1249764329,74.125.227.233,1,54,4,0,44,10
1249764334,74.125.227.238,1,3,1,0,3,0
1249764350,74.125.227.254,1,41,2,0,41,0
1249767311,74.125.239.143,1,25,1,0,25,0
1250000807,74.129.127.167,1,48,1,0,48,0
1250721901,74.140.128.109,1,19,1,0,19,0
1254416940,74.196.226.44,1,43,2,0,43,0
1254700488,74.201.53.200,1,46,1,0,46,0
1254708500,74.201.85.20,1,33,1,0,33,0
1255188107,74.208.166.139,1,91,1,0,91,0
1255981855,74.220.195.31,1,14,4,0,0,14
1255982854,74.220.199.6,6,208,9,12,183,13
1256051926,74.221.212.214,1,15,2,0,15,0
1260713660,75.36.246.188,1,165,1,0,165,0
1262804293,75.68.221.69,1,18,1,0,18,0
1263060112,75.72.196.144,1,26,1,0,26,0
1263324046,75.76.203.142,1,23,1,0,23,0
1264949488,75.101.152.240,1,11,1,0,11,0
1265372937,75.108.15.9,1,5,1,0,5,0
1266490850,75.125.29.226,1,8,1,0,0,8
1266490853,75.125.29.229,1,3,1,0,3,0
1266563987,75.126.59.147,1,27,1,0,27,0
1266590413,75.126.162.205,1,23,1,0,23,0
1266686986,75.128.28.10,1,1500,2,0,1500,0
1266988553,75.132.182.9,1,21,1,0,21,0
1267118547,75.134.177.211,1,15,1,0,15,0
1267258845,75.136.213.221,1,37,2,0,37,0
1267504095,75.140.147.223,1,29,2,0,29,0
1275992666,76.14.26.90,1,3,1,0,0,3
1276986501,76.29.68.133,1,41,1,0,41,0
1277135841,76.31.139.225,1,46,1,0,46,0
1281893760,76.104.37.128,2,187,1,0,70,117
1287088941,76.183.107.45,1,88,1,0,88,0
1287310885,76.186.206.37,1,20,1,0,20,0
1287464799,76.189.39.95,1,47,2,0,47,0
1288422136,76.203.194.248,1,15,1,0,15,0
1295688585,77.58.163.137,1,20,1,0,20,0
1295749387,77.59.145.11,1,32,1,0,32,0
1296260237,77.67.92.141,1,1,1,0,0,1
1298782196,77.105.215.244,1,15,1,0,15,0
1307191385,77.234.40.89,1,25,3,0,25,0
1307191607,77.234.41.55,1,14,1,0,14,0
1307191608,77.234.41.56,1,15,1,0,15,0
1307191609,77.234.41.57,1,15,1,0,15,0
1307191628,77.234.41.76,1,6,1,0,6,0
1307191651,77.234.41.99,1,6,1,0,6,0
1307191882,77.234.42.74,1,3,1,0,3,0
1307191884,77.234.42.76,1,6,1,0,6,0
1307191885,77.234.42.77,1,4,1,0,4,0
1307191893,77.234.42.85,1,4,1,0,4,0
1307191902,77.234.42.94,1,24,3,0,24,0
1307191905,77.234.42.97,1,22,3,0,22,0
1307191906,77.234.42.98,1,17,1,0,17,0
1307191910,77.234.42.102,1,3,1,0,3,0
1307191915,77.234.42.107,1,18,3,0,18,0
1307192124,77.234.43.60,1,3,1,0,3,0
1307192125,77.234.43.61,1,3,1,0,3,0
1307192126,77.234.43.62,1,3,1,0,3,0
1307192127,77.234.43.63,1,3,1,0,3,0
1307192129,77.234.43.65,1,3,1,0,3,0
1307192157,77.234.43.93,1,3,1,0,3,0
1307192162,77.234.43.98,1,26,3,0,26,0
1307192384,77.234.44.64,1,3,1,0,3,0
1307192396,77.234.44.76,1,3,1,0,3,0
1307192397,77.234.44.77,1,6,1,0,6,0
1307192412,77.234.44.92,1,5,1,0,5,0
1307192413,77.234.44.93,1,6,1,0,6,0
1307192441,77.234.44.121,1,18,3,0,18,0
1307192670,77.234.45.94,1,29,3,0,29,0
1307193099,77.234.47.11,1,6,1,0,0,6
1307193100,77.234.47.12,1,5,1,0,0,5
1307207807,77.234.104.127,1,12,1,0,12,0
1309771167,78.17.133.159,1,105,1,0,105,0
1310672436,78.31.70.52,1,5,1,0,5,0
1311744580,78.47.162.68,2,8,2,0,3,5
1314077425,78.83.58.241,1,1,1,0,0,1
1315475458,78.104.144.2,1,2,1,0,0,2
1322077231,78.205.76.47,1,16,1,0,16,0
1323451555,78.226.68.163,1,1,1,0,0,1
1336821480,79.174.70.232,1,5,1,0,5,0
1357875539,80.239.137.83,1,16,1,0,16,0
1357875577,80.239.137.121,1,67,1,0,67,0
1357875586,80.239.137.130,1,12,1,0,12,0
1357875587,80.239.137.131,1,18,1,0,18,0
1357875602,80.239.137.146,1,12,1,0,12,0
1358724362,80.252.125.10,1,26,1,0,26,0
1359648164,81.10.149.164,1,13,1,0,13,0
1364962690,81.91.173.130,1,4,1,0,0,4
1365661822,81.102.88.126,1,3,1,0,0,3
1370132891,81.170.145.155,1,194,1,0,0,194
1378573392,82.43.92.80,1,4,1,0,0,4
1384254122,82.130.10.170,3,22,1,0,22,0
1388333972,82.192.75.148,1,1,1,0,0,1
1388338986,82.192.95.42,1,753,1,0,753,0
1388530537,82.195.75.105,1,1,1,0,0,1
1401800601,83.141.199.153,1,565,1,0,565,0
1402062082,83.145.197.2,1,50,2,0,50,0
1408891158,83.249.249.22,1,9,1,0,9,0
1412795200,84.53.139.64,1,17,7,0,0,17
1412795201,84.53.139.65,1,4,4,0,0,4
1412795202,84.53.139.66,1,2,2,0,0,2
1412795265,84.53.139.129,1,13,9,0,0,13
1412795330,84.53.139.194,1,2,2,0,0,2
1425627994,84.249.91.90,1,9,1,0,9,0
1425692340,84.250.86.180,1,13,1,0,13,0
1440094681,85.214.25.217,1,4,1,0,0,4
1440900951,85.226.103.87,1,11,1,0,11,0
1441527299,85.235.246.3,1,6,1,0,6,0
1441543946,85.236.55.10,1,13,7,0,0,13
1446810853,86.60.148.229,1,13,1,0,13,0
1463238862,87.55.64.206,1,1,1,0,0,1
1466079931,87.98.154.187,1,58,1,0,58,0
1466611181,87.106.181.237,1,51,1,0,51,0
1481685098,88.80.184.106,1,1,1,0,0,1
1486675546,88.156.222.90,1,18,1,0,18,0
1487861696,88.174.247.192,1,188,1,0,0,188
1490340301,88.212.201.205,1,5,1,0,5,0
1490899392,88.221.81.192,1,7,4,0,0,7
1490899393,88.221.81.193,1,14,5,0,0,14
1490899394,88.221.81.194,1,11,4,0,0,11
1490899395,88.221.81.195,1,16,5,0,0,16
1503058873,89.150.219.185,1,5,1,0,5,0
1503118368,89.151.196.32,1,1,1,0,0,1
1505401166,89.186.153.78,1,12,1,0,12,0
1512859475,90.44.103.83,1,1,1,0,0,1
1539135943,91.189.89.199,1,4,1,0,0,4
1539136269,91.189.91.13,1,28,1,0,28,0
1539136270,91.189.91.14,1,513,1,0,513,0
1539136279,91.189.91.23,1,4294,1,0,4294,0
1539136280,91.189.91.24,1,610,1,0,610,0
1539136573,91.189.92.61,1,15,1,0,15,0
1539136664,91.189.92.152,1,70,1,0,70,0
1539136713,91.189.92.201,1,565,1,0,565,0
1539137028,91.189.94.4,1,4,1,0,0,4
1539137316,91.189.95.36,1,6,1,0,6,0
1539233816,91.190.216.24,1,11,1,0,11,0
1539708486,91.198.22.70,1,9,1,0,9,0
1540722433,91.213.143.1,1,1,1,0,0,1
1540722523,91.213.143.91,1,6,1,0,0,6
1541711374,91.228.166.14,1,39,1,0,39,0
1553444170,92.151.173.74,1,14,1,0,14,0
1572394943,93.184.215.191,3,46350,4,0,46348,2
1572394952,93.184.215.200,2,10458,11,0,10458,0
1579097385,94.31.29.41,1,113,1,0,113,0
1579097497,94.31.29.153,1,10,1,0,10,0
1579097498,94.31.29.154,1,73,2,0,73,0
1579097592,94.31.29.248,1,223,1,0,223,0
1592975304,94.242.223.200,1,1,1,0,0,1
1593137715,94.245.90.51,1,80,1,0,80,0
1593138323,94.245.92.147,1,42,1,0,42,0
1593720757,94.254.63.181,1,11,1,0,11,0
1596758405,95.44.153.133,1,49,1,0,49,0
1600432192,95.100.168.64,1,3,3,0,0,3
1600432193,95.100.168.65,1,4,4,0,0,4
1600432195,95.100.168.67,1,6,1,0,0,6
1600432258,95.100.168.130,1,8,8,0,0,8
1600432321,95.100.168.193,1,1,1,0,0,1
1600433440,95.100.173.32,1,1,1,0,0,1
1600433472,95.100.173.64,1,2,2,0,0,2
1600433473,95.100.173.65,1,3,3,0,0,3
1600433537,95.100.173.129,1,16,8,0,0,16
1600433731,95.100.174.67,1,18,1,0,0,18
1600433794,95.100.174.130,1,20,1,0,0,20
1600433856,95.100.174.192,1,2,2,0,0,2
1600463904,95.101.36.32,1,16,1,0,0,16
1600463936,95.101.36.64,1,5,5,0,0,5
1600463937,95.101.36.65,1,1,1,0,0,1
1600464064,95.101.36.192,1,4,3,0,0,4
1600504667,95.101.195.91,2,195,4,0,195,0
1604544871,95.163.105.103,1,12,1,0,12,0
1607929867,95.215.16.11,2,78,2,0,78,0
1607929869,95.215.16.13,2,39,2,0,39,0
1607929875,95.215.16.19,2,50,2,0,50,0
1611084064,96.7.49.32,1,22,1,0,0,22
1611084097,96.7.49.65,1,4,4,0,0,4
1611084098,96.7.49.66,1,12,7,0,0,12
1611084099,96.7.49.67,1,12,2,0,0,12
1611084161,96.7.49.129,1,10,9,0,0,10
1611084225,96.7.49.193,1,1,1,0,0,1
1611084226,96.7.49.194,1,1,1,0,0,1
1611084354,96.7.50.66,1,4,4,0,0,4
1611084416,96.7.50.128,1,15,7,0,0,15
1611084480,96.7.50.192,1,4,4,0,0,4
1611663145,96.16.7.41,1,107,1,0,107,0
1611663176,96.16.7.72,1,52,1,0,52,0
1611663178,96.16.7.74,1,4,1,0,4,0
1611663184,96.16.7.80,1,13,2,0,13,0
1611663186,96.16.7.82,1,3,1,0,3,0
1611717346,96.16.218.226,1,16,1,0,16,0
1611768585,96.17.163.9,1,230,4,0,230,0
1611768586,96.17.163.10,1,941,10,0,941,0
1611768587,96.17.163.11,1,64,5,0,64,0
1611768592,96.17.163.16,1,240,15,0,240,0
1611768593,96.17.163.17,1,254,12,0,254,0
1611768594,96.17.163.18,1,984070,1,0,984070,0
1611768595,96.17.163.19,1,31,2,0,31,0
1611768600,96.17.163.24,1,2019,7,0,2019,0
1611768601,96.17.163.25,1,777,6,0,777,0
1611768632,96.17.163.56,1,375,1,0,375,0
1611768635,96.17.163.59,2,36,2,0,36,0
1611768640,96.17.163.64,1,3,1,0,3,0
1611768641,96.17.163.65,2,152,2,0,152,0
1611768642,96.17.163.66,1,79,1,0,79,0
1611768648,96.17.163.72,1,606,11,0,606,0
1611768649,96.17.163.73,1,17,2,0,17,0
1611768650,96.17.163.74,1,448,14,0,448,0
1611768651,96.17.163.75,1,42,1,0,42,0
1611768656,96.17.163.80,1,1230,6,0,1230,0
1611768657,96.17.163.81,1,71710,14,0,71710,0
1611768658,96.17.163.82,2,455,13,0,455,0
1611768659,96.17.163.83,1,11,2,0,11,0
1611768664,96.17.163.88,1,299,28,0,299,0
1611768665,96.17.163.89,1,50,6,0,50,0
1611768666,96.17.163.90,1,203,25,0,203,0
1611768667,96.17.163.91,2,431,13,0,431,0
1611768672,96.17.163.96,1,252509,19,0,252509,0
1611768673,96.17.163.97,1,41,1,0,41,0
1611768674,96.17.163.98,1,221,2,0,221,0
1611768675,96.17.163.99,1,3666,4,0,3666,0
1611768692,96.17.163.116,1,23,7,0,0,23
1611768693,96.17.163.117,1,24,9,0,0,24
1611768694,96.17.163.118,1,18,8,0,0,18
1611768695,96.17.163.119,1,16,4,0,0,16
1611768696,96.17.163.120,1,28,8,0,0,28
1611768697,96.17.163.121,1,23,7,0,0,23
1611768698,96.17.163.122,1,21,9,0,0,21
1611768699,96.17.163.123,1,27,8,0,0,27
1612830167,96.33.213.215,1,59,1,0,59,0
1612933181,96.35.104.61,1,152,1,0,152,0
1613054344,96.37.65.136,1,18,2,0,0,18
1613152234,96.38.191.234,1,27,1,0,27,0
1613212068,96.39.169.164,1,23,1,0,23,0
1613256900,96.40.88.196,1,22,1,0,22,0
1613532677,96.44.142.5,1,42,15,0,0,42
1613711384,96.47.72.24,1,2,2,0,0,2
1613711432,96.47.72.72,7,218,4,0,218,0
1625453830,96.226.117.6,1,25,1,0,25,0
1626304418,96.239.111.162,1,21,1,0,21,0
1626546038,96.243.31.118,1,48,1,0,48,0
1627280438,96.254.84.54,1,44,1,0,44,0
1627340381,96.255.62.93,1,3,1,0,0,3
1632885548,97.83.219.44,1,12,1,0,12,0
1632891162,97.83.241.26,1,302,1,0,302,0
1633007340,97.85.182.236,1,656,1,0,656,0
1633673723,97.95.225.251,1,140,1,0,140,0
1634435130,97.107.128.58,1,8,4,0,0,8
1646191778,98.30.228.162,1,16,1,0,16,0
1651530304,98.112.90.64,1,22,1,0,22,0
1652172582,98.122.39.38,1,16,1,0,16,0
1652342785,98.124.192.1,1,10,1,0,0,10
1652349185,98.124.217.1,2,10,1,1,0,9
1652356609,98.124.246.1,1,2,1,0,0,2
1652356610,98.124.246.2,1,3,1,0,0,3
1653197308,98.137.201.252,2,283,5,0,283,0
1653209695,98.137.250.95,1,9,3,0,9,0
1653212273,98.138.4.113,1,9,1,0,9,0
1653214109,98.138.11.157,1,1,1,0,0,1
1653223722,98.138.49.42,1,12,1,0,12,0
1653273397,98.138.243.53,1,9,1,0,9,0
1653323544,98.139.183.24,2,35,1,0,35,0
1653327820,98.139.199.204,1,14,1,0,14,0
1653327821,98.139.199.205,1,12,1,0,12,0
1653334314,98.139.225.42,1,6,1,0,6,0
1653334440,98.139.225.168,1,13,1,0,13,0
1655100591,98.166.212.175,1,59,2,0,59,0
1655247309,98.169.17.205,1,68,2,0,68,0
1655265079,98.169.87.55,1,6,2,0,0,6
1657386431,98.201.181.191,1,771,2,0,757,14
1658268594,98.215.43.178,1,14,1,0,14,0
1658268664,98.215.43.248,1,940,1,0,940,0
1658316375,98.215.230.87,1,2679,2,0,2679,0
1658598631,98.220.52.231,1,18,1,0,18,0
1659022620,98.226.173.28,1,108,2,0,108,0
1676865652,99.242.240.116,1,82,1,0,82,0
1677167057,99.247.137.209,1,308,1,0,308,0
1677832008,100.1.175.72,1,40,2,0,40,0
1678010468,100.4.104.100,1,11,1,0,11,0
1678360023,100.9.189.215,1,26,1,0,26,0
1678472954,100.11.118.250,1,26,1,0,26,0
1680140364,100.36.232.76,1,2455,2,0,2451,4
1680540728,100.43.4.56,1,14,1,0,14,0
1680543546,100.43.15.58,1,11,1,0,11,0
1709317856,101.226.30.224,1,1,1,0,0,1
1730086432,103.31.6.32,1,5,1,0,5,0
1730086435,103.31.6.35,1,21,1,0,21,0
1745882120,104.16.12.8,1,35,2,0,35,0
1745882125,104.16.12.13,1,7,1,0,7,0
1745882376,104.16.13.8,1,78,2,0,78,0
1745883180,104.16.16.44,1,7,1,0,7,0
1745883239,104.16.16.103,1,8,1,0,8,0
1745883692,104.16.18.44,1,7,1,0,7,0
1745883948,104.16.19.44,1,22,1,0,22,0
1745885163,104.16.23.235,1,10,1,0,10,0
1745885419,104.16.24.235,1,9,1,0,9,0
1745885675,104.16.25.235,1,46,2,0,46,0
1745885931,104.16.26.235,1,23,1,0,23,0
1745886187,104.16.27.235,1,47,2,0,47,0
1746665732,104.28.1.4,1,81,1,0,81,0
1746671629,104.28.24.13,1,12,1,0,12,0
1746672165,104.28.26.37,2,159,2,0,159,0
1746672252,104.28.26.124,1,11,1,0,11,0
1746672421,104.28.27.37,1,49,4,0,49,0
1746673254,104.28.30.102,1,17,1,0,17,0
1746673510,104.28.31.102,1,41,1,0,41,0
1746881334,104.31.75.54,1,22,1,0,22,0
1747475008,104.40.90.64,1,8,1,0,8,0
1747555908,104.41.150.68,1,1,1,0,0,1
1747684107,104.43.139.11,1,32,1,0,32,0
1747738824,104.44.96.200,1,27,1,0,27,0
1747801757,104.45.86.157,1,27,1,0,27,0
1747802460,104.45.89.92,1,21,1,0,21,0
1749609424,104.72.235.208,1,29,1,0,29,0
1753369895,104.130.77.39,1,185,1,0,185,0
1753374736,104.130.96.16,1,9,1,0,9,0
1753383819,104.130.131.139,1,43,2,0,43,0
1753408191,104.130.226.191,1,1174,2,0,1174,0
1753428833,104.131.51.97,1,8,1,0,0,8
1753434072,104.131.71.216,1,16,1,0,16,0
1755468659,104.162.83.115,1,6,2,0,0,6
1760035587,104.232.3.3,1,4,2,0,0,4
1760304741,104.236.30.101,1,189,1,0,0,189
1760310288,104.236.52.16,1,2,1,0,0,2
1760337106,104.236.156.210,2,21,1,0,21,0
1760535846,104.239.165.38,1,5087,2,0,5087,0
1760895308,104.245.33.76,1,21,1,0,0,21
1761500618,104.254.93.202,1,441,1,0,28,413
1790606223,106.186.123.143,1,15,2,0,15,0
1795223240,107.0.238.200,1,14,1,0,14,0
1795223282,107.0.238.242,1,12,1,0,12,0
1795394071,107.3.138.23,1,548,1,0,548,0
1795481262,107.4.222.174,1,2,1,0,0,2
1795766460,107.9.56.188,1,20,1,0,20,0
1796229600,107.16.73.224,1,15,1,0,15,0
1796274795,107.16.250.107,1,15,1,0,15,0
1796535794,107.20.245.242,1,10,1,0,10,0
1796536598,107.20.249.22,1,14,1,0,14,0
1796536642,107.20.249.66,1,15,1,0,15,0
1796536716,107.20.249.140,1,13,1,0,13,0
1796536774,107.20.249.198,1,12,1,0,12,0
1796536788,107.20.249.212,1,25,1,0,25,0
1796536983,107.20.250.151,1,4,1,0,4,0
1796542726,107.21.17.6,1,16,1,0,16,0
1796542922,107.21.17.202,1,317,1,0,317,0
1796545035,107.21.26.11,1,16,1,0,16,0
1796563491,107.21.98.35,1,30,1,0,30,0
1796567831,107.21.115.23,2,19,1,0,19,0
1796596792,107.21.228.56,1,6,1,0,6,0
1796599538,107.21.238.242,1,16,1,0,16,0
1796602522,107.21.250.154,1,8,1,0,8,0
1796602589,107.21.250.221,1,20,2,0,20,0
1796645926,107.22.164.38,1,12,1,0,12,0
1796664182,107.22.235.118,1,5,1,0,5,0
1796675201,107.23.22.129,1,244,8,0,244,0
1796687868,107.23.71.252,1,8,1,0,8,0
1796711947,107.23.166.11,1,2,1,0,2,0
1796713837,107.23.173.109,1,17,1,0,17,0
1805721254,107.161.30.166,2,34,3,0,33,1
1806416126,107.171.184.254,1,8,1,0,8,0
1812189859,108.3.210.163,1,52,1,0,52,0
1813182116,108.18.246.164,1,8,2,0,0,8
1813923774,108.30.71.190,1,16,1,0,16,0
1814465032,108.38.138.8,1,49,1,0,49,0
1814584989,108.40.94.157,3,2619,2,0,2619,0
1815321583,108.51.155.239,1,17,1,0,17,0
1815806488,108.59.2.24,1,2,1,0,0,2
1815938387,108.61.5.83,1,4,1,0,4,0
1815941310,108.61.16.190,1,18,1,0,18,0
1815955955,108.61.73.243,1,2,1,0,0,2
1815955956,108.61.73.244,1,4,2,0,0,4
1815986773,108.61.194.85,1,4,2,0,0,4
1822466636,108.160.162.76,1,17,1,0,17,0
1822466658,108.160.162.98,1,56,1,0,56,0
1822466676,108.160.162.116,1,73,1,0,73,0
1822467466,108.160.165.138,1,12,1,0,12,0
1822467517,108.160.165.189,1,11,1,0,11,0
1822467593,108.160.166.9,1,11,1,0,11,0
1822467594,108.160.166.10,1,17,1,0,17,0
1822467645,108.160.166.61,1,42,1,0,42,0
1822467725,108.160.166.141,1,28,1,0,28,0
1822467773,108.160.166.189,1,26,1,0,26,0
1822467891,108.160.167.51,1,28,1,0,28,0
1822467988,108.160.167.148,1,16,1,0,16,0
1822468006,108.160.167.166,1,10,1,0,10,0
1822468412,108.160.169.60,1,20,1,0,20,0
1822468645,108.160.170.37,1,48,1,0,48,0
1822468650,108.160.170.42,1,32,1,0,32,0
1822468659,108.160.170.51,1,98,1,0,98,0
1822469506,108.160.173.130,1,470,1,0,470,0
1822522936,108.161.126.56,1,17,1,0,17,0
1822539013,108.161.189.5,1,278,1,0,278,0
1822539201,108.161.189.193,1,105,1,0,105,0
1822539249,108.161.189.241,2,20,1,0,20,0
1822615751,108.162.232.199,1,6,1,0,6,0
1822615756,108.162.232.204,1,10,1,0,10,0
1822866758,108.166.189.70,1,4,2,0,0,4
1822984745,108.168.138.41,1,1,1,0,0,1
1822988038,108.168.151.6,1,17,1,0,17,0
1823002830,108.168.208.206,1,97,1,0,97,0
1823011010,108.168.240.194,1,176,4,0,176,0
1823345162,108.174.10.10,2,77,3,0,77,0
1823829609,108.181.110.105,1,1,1,0,0,1
1824992591,108.199.45.79,1,34,2,0,34,0
1825356955,108.204.188.155,1,1,1,0,0,1
1827383858,108.235.170.50,1,24,1,0,24,0
1835579578,109.104.184.186,1,1,1,0,0,1
1835882060,109.109.86.76,1,27,1,0,27,0
1839312045,109.161.172.173,1,1,1,0,0,1
1841370399,109.193.21.31,1,14,1,0,14,0
1841556273,109.195.235.49,1,647,1,0,2,645
1844880755,109.246.165.115,1,6730,1,0,6730,0
1845664245,110.2.153.245,1,1,1,0,0,1
1846365608,110.13.77.168,1,1,1,0,0,1
1876773388,111.221.74.12,4,4,2,0,0,4
1876773389,111.221.74.13,3,7,2,0,0,7
1876773390,111.221.74.14,3,23,1,0,0,23
1876773391,111.221.74.15,1,1,1,0,0,1
1876773392,111.221.74.16,3,3,2,0,0,3
1876773393,111.221.74.17,3,3,2,0,0,3
1876773394,111.221.74.18,3,6,1,0,0,6
1876773395,111.221.74.19,3,3,2,0,0,3
1876773396,111.221.74.20,1,1,1,0,0,1
1876773397,111.221.74.21,4,20,2,0,0,20
1876773398,111.221.74.22,3,3,2,0,0,3
1876773400,111.221.74.24,2,7,2,0,0,7
1876773401,111.221.74.25,2,2,2,0,0,2
1876773402,111.221.74.26,5,6,2,0,0,6
1876773403,111.221.74.27,4,6,2,0,0,6
1876773404,111.221.74.28,1,12,2,0,0,12
1876773405,111.221.74.29,1,33,2,0,0,33
1876773406,111.221.74.30,1,1,1,0,0,1
1876773407,111.221.74.31,2,5,2,0,0,5
1876773408,111.221.74.32,1,1,1,0,0,1
1876773409,111.221.74.33,4,13,2,0,0,13
1876773410,111.221.74.34,2,12,2,0,0,12
1876773413,111.221.74.37,5,5,1,0,0,5
1876773414,111.221.74.38,4,6,2,0,0,6
1876773415,111.221.74.39,6,11,2,0,0,11
1876773416,111.221.74.40,3,11,1,0,0,11
1876773417,111.221.74.41,4,7,2,0,0,7
1876773418,111.221.74.42,3,3756,2,0,3735,21
1876773420,111.221.74.44,4,7,2,0,0,7
1876773421,111.221.74.45,5,20,2,0,0,20
1876773422,111.221.74.46,4,6,2,0,0,6
1876773423,111.221.74.47,4,5,2,0,0,5
1876773424,111.221.74.48,2,2,1,0,0,2
1876774284,111.221.77.140,4,35,2,0,0,35
1876774285,111.221.77.141,4,81,2,0,0,81
1876774286,111.221.77.142,3,4,2,0,0,4
1876774287,111.221.77.143,4,8,2,0,0,8
1876774288,111.221.77.144,1,1,1,0,0,1
1876774289,111.221.77.145,2,4,2,0,0,4
1876774290,111.221.77.146,3,14,2,0,0,14
1876774291,111.221.77.147,4,8,2,0,0,8
1876774292,111.221.77.148,5,6,1,0,0,6
1876774293,111.221.77.149,3,4,2,0,0,4
1876774294,111.221.77.150,2,3,2,0,0,3
1876774295,111.221.77.151,1,1,1,0,0,1
1876774296,111.221.77.152,2,2,2,0,0,2
1876774297,111.221.77.153,3,4,2,0,0,4
1876774298,111.221.77.154,1,2,1,0,0,2
1876774299,111.221.77.155,6,108,2,0,0,108
1876774300,111.221.77.156,1,3,2,0,0,3
1876774301,111.221.77.157,4,32,2,0,0,32
1876774302,111.221.77.158,4,26,2,0,0,26
1876774303,111.221.77.159,1,16,1,0,0,16
1876774304,111.221.77.160,1,1,1,0,0,1
1876774305,111.221.77.161,3,4,1,0,0,4
1876774306,111.221.77.162,8,16,2,0,0,16
1876774309,111.221.77.165,3,3,2,0,0,3
1876774310,111.221.77.166,2,2,1,0,0,2
1876774311,111.221.77.167,2,3,1,0,0,3
1876774312,111.221.77.168,4,6,2,0,0,6
1876774313,111.221.77.169,2,3,2,0,0,3
1876774314,111.221.77.170,2,2,2,0,0,2
1876774315,111.221.77.171,2,3,2,0,0,3
1876774316,111.221.77.172,1,2,1,0,0,2
1876774318,111.221.77.174,4,11,2,0,0,11
1876774320,111.221.77.176,2,4,2,0,0,4
